Número de Noticia,Ley de Aplicabilidad,Despacho,Fecha y hora de asignación,Delito,Hechos,DELITO O NO ,Fecha Hechos,Lugar Hechos,Tipo de Interviniente,Nombre,No. Documento,Dirección,Correo,Caracterización,Modalidad,Modo,Indiciados,Detenido ?,Tipo Diligencia,Etapa,Grado Delito,Priorizado,Estado Caso,Tipo Noticia,Usuario,Fuero
'050016000248202531111','Ley 906,111,2025-06-25 03:01:12,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? IMi nombre es Carlos Andrés Sepúlveda Jiménez me identifico con la cedula de ciudadanía número 71.371.088 de Medellín -Antioquia , actualmente tengo 44 años de edad, nacido el día 21-09-1980 en el municipio de valdivia - Antioquia, llevo viviendo en el municipio de medellin-Antioquia hace 32 años vivo en medellin-antioquia, actualmente me encuentro unión libre, trabajando de independiente como comerciante y vengo a colocar en conocimiento los siguientes hechos: EL día 05 de marzo del 2025 donde recibo una llamada de mi sobrina Alejandra Sepúlveda Saldarriaga del teléfono celular +63 9640939519 donde me dice tío voy a enviar una encomienda donde van unas sorpresas para toda la familia, voy a enviar unos celulares y otras cositas pero que no le vaya a contar a nadie de la familia porque esto va ser una sorpresa que solo lo sepa usted y yo, voy a dejar lista la encomienda en horas de la mañana para que llegue en horas de la mañana del siguiente día, en horas de la mañana yo lo llamo para ver si llego o no llego la encomienda, posteriormente me llama nuevamente a decirme que la encomienda no se puede dejar pasar porque llego con peso de más, tío me acaban de decir que la encomienda trae un kilo superior a la facturada en el recibo y que se debe pagar un millón doscientos setenta y cinco mil de pesos($ 1.275.000 mil), donde yo realice la consignación de un millón de pesos (1.000.000) siendo las 9:43 am de la mañana desde mi cuenta de ahorros Bancolombia de N° 614-137122619 hacia la cuenta de nequi de N° 3133330540 con comprobante 97496 perteneciente a Daniela González y los doscientos setenta y cinco mil pesos (275000) los termino de trasferir de mi misma cuenta antes mencionada a la cuenta de Bancolombia de N° 171-787956-35 siendo 9:49 am de la mañana con número de comprobante 66600 correspondiente a maría alejada vega español luego me llamo un supuesto trabajador de la trasportadora de FEDEX el trabajador de la empresa me manifiesta que no podía enviar los paquetes porque el escáner de rayos x mostraba una mancha en los paquetes como de dinero y que eso era prohibido por tal motivo no se podía enviar el paquete y me dice que si no quiero verme involucrado en un delito penal debía arreglar las cosas por la vía fácil y me dice que le deposite cuatro millones de pesos (4.000.000) donde yo realizo la consignación desde mi celular la suma de millón quinientos (1.500.000) de mi cuenta de ahorros de Bancolombia n° 61437122619 hacia la cuenta de Bancolombia n° 171-787956-35 siendo 10:39 am de la mañana correspondiente al nombre de maría Alejandra vega español, de ahí me escribe el trabajador de FEDEX por mensaje de texto WhatsApp del numero 3202093978 donde me dice listo espero los dos millones y medio de pesos (2.500.000) antes de medio día ya que me voy a poner hacer todo este envió llega al Olaya herrera y de ahí sale para su domicilio pero tranquilo que yo envió la paquetería con todos los sellos de que ya paso todos los filtros, yo le envió dos millones de pesos ( 2.000.000) a la cuenta de N° 171-787956-35 de nombre María Alejandra vega español con número de comprobante recibo 154165 siendo 11:00 am de la mañana y me dice que falta los quinientos mil pesos (500.000) que deben ser antes de medio dia yo realizo la consignación de quinientos mil pesos (500.000) desde un pac Bancolombia a la cuenta de ahorros 171-787956-35 siendo las 11:17 am de la mañana correspondiente a María Alejandra vega español con numero de comprobante 017726, listo amigo ya cuento con la ruta de envío y ya estoy esperando que el capitán se retire para poder sacar los paquetes y yo le dije bueno amigo confió en usted y el señor me responde si ya estoy esperando que el capitán se retire yo le respondo, y me dice el oficial ya se va a mover al almorzar aprovecho y retiro las cosas, después de pasados veinte minutos me escribe nuevamente del mismo celular amigo me tiene retenido por que me vier",,2025-02-05 04:00:00,"Antioquia, MEDELLÍN - Carrera 78a 94 54, San Martín de Porres, Medellín, Antioquia, COL,SAN MARTÍN DE PORRES",DENUNCIANTE,CARLOS ANDRES SEPÚLVEDAD JIMENEZ,'71371088',,ANDRES.JIMENES@HOTMAIL.COM,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES WHATSAPP,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016000248202532102','Ley 906,111,2025-06-25 08:23:39,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? Se comunica al centro de contacto de Fiscalía General de la Nación el señor LUIS ALBERTO VILLEGAS CARMONA de 43 años, con el fin de reportar hechos de los cuales fue víctima, relata lo siguiente: '' El día 16 de marzo del presente año, siendo las 5:16 pm, realice una consignación por valor de $1'000.0000 al numero 91279180700 Bancolombia cuenta ahorros a nombre de Yoseph Andres Infante Salcedo identificado con numero de cedula 1096538835, esto fue con el fin de compra una moto N Max, busco desde Google Yamaha Rio negro y me aparecía el numero 3142035043 procedo a escribir, me responde un asesor de nombre Daniel y me dice que habían dos motos una gris plata y otra gris humo, le indique me interesaba la gris humo y que quería -pisar- la moto, por lo que él me responde que la separa con algo para no venderla, procedo a enviar la suma de dinero, él me solicita mi documento, le envié mi cedula por lado y lado, al momento me dice que la moto estaba en $16'800.000 y que debía enviarle un 50% de lo que valía la moto, se me hizo raro porque ya había comprado motos y por lo que me desplazó a Yamaha de Ayacucho y quien me atiende directamente me dice que ese numero no es de ellos, que es una estafa, le seguía hablando a la persona por lo que le digo que iba a ir a la fiscalía a colocar la denuncia porque eran unos ladrones y me responden que van abrir una cuenta a mi nombre para que la próxima persona que pregunte por algo consigné a la cuenta que me abrieron, le dije que era una rata y que tranquilo que con esa misma cuenta me va a llegar el millón de pesos, no cuento con más información para agregar a la denuncia''. Se toma el relato por el agente PAGARAYV.",,2025-03-10 10:16:00,"Antioquia, MEDELLÍN - Calle 47 32 07, Buenos Aires, Medellín, Antioquia, COL,BUENOS AIRES",VICTIMA,LUIS ALBERTO VILLEGAS CARMONA,'71380864',,familitutor@gmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES INTERNET,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016099166202522866','Ley 906,111,2025-06-25 08:27:56,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? SE ENVÍA LINK AL CORREO DEL USUARIO(A) PARA QUE MEDIANTE AUTOGESTIÓN REALICE SU DENUNCIA POR EL DELITO DE ESTAFA . ¿La fecha y ubicación de los hechos, es correcta? No, estos son lo datos correctos; LA FECHA SI FUE HOY 27 DE MAYO EN LA COMUNA 9 PERO LOS HECHOS FUERON MEDIANTE LLAMADA TELEFÓNICA. ¿Cómo le pasó? RESULTA QUE REALICÉ UNA TRANSFERENCIA BANCARIA POR VALOR DE $1.000.000 AL NÚMERO DE NEQUI 3205441789 EL DÍA DE HOY 27 DE MAYO A LAS 11:47 AM COMO PAGO PARA QUE FUERA DEVUELTA UNA MOTO HURTADO A MI HERMANO EL DÍA LUNES 26 DE MAYO A LAS 00:21 AM Y RESULTA QUE ERA UN ESTAFADOR. ¿Desea agregar algo más a su denuncia? LLAME A NEQUI A QUE FUERA BLOQUEADA LA CUENTA DEL NÚMERO AL QUE SE REALIZO LA TRANSFERENCIA Y ME DIERON 48 HORAS PARA ENVIAR LA RESPUESTA DE ESTA DENUNCIA Y PODER REALIZAR LA DEVOLUCIÓN DEL DINERO.",,2025-05-27 11:47:00,"Antioquia, MEDELLÍN - Comuna 9, Medellín, Antioquia, COL,CATALUNA",DENUNCIANTE,LAURA CRISTINA FLOREZ BETANCUR,'1152198360',,LAURAFLOREZ0312@OUTLOOK.ES,BIENES MUEBLES,PERMUTA,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES INTERNET,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016099166202522933','Ley 906,111,2025-06-25 08:34:30,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? DENUNCIA POR ESTAFA MENOR CUANTIA ¿Cómo le pasó? EL DÍA SÁBADO 24 DE MAYO DE 2025, MIENTRAS ME ENCONTRABA EN MI CASA, ALREDEDOR DE LAS 2:40 P. M., RECIBÍ UNA LLAMADA A MI TELÉFONO FIJO. UN HOMBRE, QUE SE IDENTIFICÓ COMO POLICÍA, ME MANIFESTÓ QUE MI HIJA, ISABEL CRISTINA MORENO, HABÍA TENIDO UNA DISCUSIÓN CON UNA PACIENTE Y QUE, EN MEDIO DE ESTA, MI HIJA LA HABÍA EMPUJADO, CAUSÁNDOLE SUPUESTAMENTE UNA LESIÓN EN LA CABEZA. ESTE SUJETO ME INDICÓ QUE PRETENDÍAN NO COMPLICARLE LA VIDA A MI HIJA, YA QUE LA SEÑORA HABÍA QUEDADO MUY GRAVE Y HABÍA SIDO SOMETIDA A UNA CIRUGÍA DE URGENCIA. POR TAL MOTIVO, ME DABAN LA OPCIÓN DE ENTREGAR DINERO PARA NO LLEVAR LA SITUACIÓN ANTE LA AUTORIDAD. ME DIJO QUE LA AFECTADA ERA VENEZOLANA Y QUE EN ESE MOMENTO SE ENCONTRABA EN LA CLÍNICA LAS VEGAS, DONDE LA DOCTORA QUE LA ATENDÍA EXIGÍA UNA INYECCIÓN QUE DEBÍA SER CUBIERTA POR LA FAMILIA. ESTE SUJETO ME PREGUNTÓ CUÁNTO DINERO TENÍA, A LO CUAL LE MANIFESTÉ QUE NO TENÍA NADA. ANTE SU INSISTENCIA Y MI DESESPERACIÓN, BUSQUÉ LOS $500.000 QUE TENÍA Y LE SOLICITÉ PRESTADOS OTROS $500.000 A MI HERMANA LILIANA MARÍA ÁLVAREZ. MIENTRAS HABLABA CON ESTE SUJETO, NO ME PERMITÍA COMUNICARME CON OTRAS PERSONAS Y ME PROPORCIONÓ UNA CUENTA DE AHORROS DE BANCOLOMBIA NÚMERO 91284651681 A NOMBRE DE DILAN ESTEBAN RUEDA. ANTES DE SALIR A CONSIGNAR, ME PASÓ A UN SUPUESTO FUNCIONARIO DE LA FISCALÍA, QUIEN DIJO QUE ESTABAN TRATANDO DE COLABORARME, PERO QUE NO PODÍA DECIRLE NADA A NADIE PARA NO PERJUDICAR A LOS INTERVINIENTES. SALÍ A CONSIGNAR EL MILLÓN DE PESOS EN UN PAC DE BANCOLOMBIA DEL BARRIO SAN JAVIER Y, UNA VEZ REALIZADA LA CONSIGNACIÓN, LE INFORMÉ AL SUPUESTO POLICÍA QUE YA HABÍA ENVIADO EL DINERO. LUEGO ME DIJO QUE LA SEÑORA GOLPEADA ACABABA DE FALLECER Y QUE SE HABÍAN ENTERADO POR LA FAMILIA QUE ESTABA AFILIADA A LA FUNERARIA LOS OLIVOS, Y QUE EL VALOR DE TODO EL PROCEDIMIENTO ERA DE $15.000.000. ANTE ESTO, LE DIJE QUE NO TENÍA MÁS DINERO, PERO ME PASARON A UNA MUJER QUE IMITABA MUY BIEN LA VOZ DE MI HIJA, LLORANDO Y HABLANDO. ANTE ESTA PRESIÓN, BUSQUÉ A UN CUÑADO DE NOMBRE ÓSCAR GÓMEZ, AL CUAL TUVE QUE MENTIR PARA QUE ME PRESTARA $4.000.000, LOS CUALES TERMINÉ ENVIANDO A LA MISMA CUENTA, TRANSACCIÓN QUE REALICÉ EN UN PAC DEL ÉXITO DE LAURELES. ESTE SUJETO SIGUIÓ PIDIENDO MÁS DINERO, DICIÉNDOME QUE FUERA DONDE UN PRESTAMISTA O UNA ""NATILLERA"", A LO CUAL ME NEGUÉ. ESE MISMO DÍA, MI HERMANA LILIANA LOGRÓ CONTACTARSE CON MI HIJA, LA CUAL LE INFORMÓ QUE YA HABÍA SALIDO DE SU TURNO DE TRABAJO Y QUE TODO ERA UNA ESTAFA. ¿Desea agregar algo más a su denuncia? TENGO LAS TRES CONSIGNACIONES DOS DE A UN MILLONE DE PESOS Y UNA DE TRES MILLONES LAS CUALES APORTARE AL FISCAL CUANDO ME LAS SOLICITE",,2025-05-24 02:40:00,"Antioquia, MEDELLÍN - Medellín, Antioquia, COL,CORAZÓN DE JESÚS",VICTIMA,MARIA FLOR ALVAREZ MUÑOZ,'42996622',,ALVAREZFLORMARIA186@GMAIL.COM,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES WHATSAPP,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'110016010000202517358','Ley 906,111,2025-06-25 08:52:09,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? 1. en instagram vi la publicacion de un arriendo de apartamento el 11 de mayo de 2025, le di me interesa y me llevo al enlace de un whatsapp.2. el numero que conecto fue 3019349339, me mando fotos del apartamento, videos y el certificado de libertad donde se acreditaba ser la duena. la supuesta duena se llama Rocio Bedoya con cedula 24.013.576.3. al verme interesada me indico que debia mandar 170.000 para un estudio de viabilidad para poder tomar el apto, en ese sentido realice la transferencia desde mi cuenta de ahorros en bancolombia. la cuenta de bancolombia a la cual consigne fue cuenta de ahorros No. 030/148310-78 a nombre de Juan Jose loaiza.4. posteriormente, quedamos en ver el apartamento y me saco excusas dos dias. y me pidio mas dinero para asegurarlo. 5. en ese momento me di cuenta que me habian robado.6. mi inconveniente es que tiene mi cedula, cuenta de ahorro, y mi correo personal y pueden hacer compras, afiliarse a pago o demas",,2025-05-11 11:09:00,"Antioquia, MEDELLÍN - Carrera 77 42 16, Lorena, Medellín, Antioquia, COL,LORENA",VICTIMA,LORENA DEL PILAR RIAÑO GARCIA,'1026269620',,lorenarg23.23@gmail.com,BIENES INMUEBLES,ARRIENDO,PERSONAL SUPLANTACIÓN,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202533016','Ley 906,111,2025-06-25 08:52:32,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? YO DANIELA EUGENIA DIAZ SOTO 8021164 CON DOMICILIO EN LA CIUDAD DE MEDELLIN POR MEDIO DE LA PRESENTE FORMULO DENUNCIA POR ESTAFA EN CONTRA DEL CIUDADANO MILTON DE JESUS GIRALDO MUÑOZ, QUIEN ACTUA EN REPRESDENTACION COMO TRABAJADOR DE LA EMPRESA COPNFIALEGAL COLOMBIA SAS. HTTPS://WWW.CONFIALEGAL.COM TAL CUAL ASI PARECE EN SUS REDES, DEDICADA SUPUESTAMENTE AL SERVICIO DE ARRIENDO DE FIADORES. LOS HECHOS OCURRIERON EL 19-05-2025 ME CONTACTE MEDIANTE LA EMPRESA DE CONFIALEGAL COLOMBIA SAS LA CUAL ME ASIGNARON AL SEÑOR MILTON PARA PRESTACION DE SERVICIO COMO FIADOR PARA PODER ARRENDAR UN INMUEBLE, A TRAVEZ DE DICHO OFRECIMIENTO ME FUE SOLICITADO EL PAGO DE UNA SUMA DE DINERO EQUIVALENTE 1057500,00, BAJO LA PROMESA DE GESTIONAR Y GARANTIZAR LA FIGURA DEL FIADOR ANTE LA PARTE ARRENDADORA. EL PAGO FUE REALIZADO MEDIANTE TRASFERENCIA BANCARIA Y SE CUENTA CON COMPROBANTES COMO CAPTURA DE PANTALLA RECIBO CONVERSACIONES,ECT. LOS CUALES ADJUNTO A ESTA DENUNCIA, SIN EMBARGO, LUEGO DE REALIZAR EL PAGO, EL SERVICIO NUNCA FUE ENTREGADO. TRAS VARIOS INTENTOS DE CONTACTO, EL SEÑOR JIRALDO NUNCA RESPONDIO, NI TAMPOCO LA EMPRESA CONFIALEGAL DEJO DE RESPONDER Y DESAPARECIO DEL CANAL DE COMUNICACION, INCUMPLIMIENTO TOTAL DE LO ACORDADO CABE ACLARAR QUE SE FIRMO UN CONTRACTO DE ACUERDO QUE POR PARTE DE MILTON DE JESUS IMCUMPLIO ASI COMO LA EMPRESA CONFIALEGAL SAS INCUMPLIO CON LO ACORDADO DEL CONTRATO. ESTA SITUACION ME HA CAUSADO PERJUICIOS ECONOMICOS DIRECTOS Y ME HA IMPEDIDO CONCRETAR UN CONTRATO DE ARRIENDO. CONSIDERO QUE SE CONFIGURA EL DELITO DE ESTAFA, CONFORME A LO ESTABLECIDO EN EL ARTICULO 246 DEL CODIGO PENAL COLOMBIANO ESTAFA ,SOLICITO A ESTA ENTIDAD QUE SE INVESTIGUE EL CASO, SE INDIVIDUALICE AL RESPONSABLE Y SE ADOPTEN LAS MEDIDAD PENALES CORRESPONDIENTES CONFORME A LA LEY. QUEDO ATENTA A CUALQUIER REQUERIMIENTO ADICIONAL.Incidente2025052800882",,2025-05-19 06:04:00,"Antioquia, MEDELLÍN - Carrera 10, Altos del Poblado, Medellín, Antioquia, COL,ALTOS DEL POBLADO",VICTIMA,DANIELA EUGENIA DIAZ SOTO,'8021164',,sotodanielle244@gmail.com,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES INTERNET,1,,INDAGACION SIN PRESO P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'050016000248202536638','Ley 906,111,2025-06-25 08:56:45,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? El día 9 de diciembre me encontré con el señor Andrés en la terminal del Norte a las 5 pm aproximadamente para efectuar una compra de una moto, el señor llevó la moto hasta la terminal para que yo la viera y poder así comprarla, él me muestra papel de compraventa me dice que ese día no puede hacer el traspaso porque está laborando y que el jefe le dio permiso solamente para llevar la moto revise los papeles Se veían bien y efectuamos el negocio, le pagué la suma de $4,300,000 en efectivo, y me entrega los papeles a la semana siguiente me comunico con él para hacer el traspaso pero me dice Qué hay que pedir una cita en tránsito de sabaneta me cita a una hora a la cual yo acudo y lo esperé pero no llegó intentó hacer el trámite yo solo en el tránsito de sabaneta, Me comentaron que los papeles parecían falsos que iban a realizar una investigación y se quedaron con los documentos para la respectiva revisión y quedaron en llamarme para saber si fueron falsos y qué hacer o Cómo proceder en este caso sin embargo nunca me llamaronEl señor Andrés no me volvió a responder las llamadas ni los mensajes de textoEn el mes de abril del 2025 mientras transitaba en la moto me captura la policía diciendo que la moto tiene una denuncia de robo la cual yo desconocía y al día siguiente me dejaron en libertad porque soy inocente.",,2024-12-09 10:00:00,"Antioquia, MEDELLÍN - Glorieta Terminal Del Norte, Terminal de Transporte, Medellín, Antioquia, COL,TERMINAL DE TRANSPORTE",DENUNCIANTE,CRISTIAN ISAAC HERRERA MUÑOZ,'1140905181',,crissherrera4@gmail.com,BIENES MUEBLES,COMPRA,PERSONAL SUPLANTACIÓN,1,,INDAGACION SIN PRESO P.A.,QUERELLABLE,AGRAVADO,NO,ACTIVO,QUERELLA,MACEVEDOS1,
'050016000248202533030','Ley 906,111,2025-06-25 08:58:48,ESTAFA. ART. 246 C.P.,"¿Qué viene a denunciar? HURTO (ROBO) ¿Cómo le pasó? de camino a la placita de flores un señor mayor con camisa blanca rayada pantalón café claro me abordo preguntando una dirección como yo no la sabia le pedí ayuda a otro señor que iba pasando tenia una camisa amarilla clara con jeans, el señor dio la direcion y dijo que estaba a cuadra y media, de alguna forma termine aceptando acompañar al primer sujeto a la dirección dada por el segundo sujeto, terminamos yendo los 3 y de alguna forma se dieron muchas vueltas, el primer sujeto dijo y mostro que se gano un billete de lotería de Boyacá, yo verifique los datos con mi celular y si parecía el billete ganador, entre el segundo sujeto y yo le íbamos a ayudar a retirar ya que el primer sujeto expresaba que era de ecuador y que el jefe de el se le robo el pasaporte y no podía reclamar el dinero, entonces el segundo sujeto que se hizo llamar jhon y yo quedamos en ayudarle, y de alguna manera dando vueltas termine en el edificio Coltejer y bajo coacción del segundo sujeto retire en el cajero automático de Bancolombia la cantidad de 800000 pesos a las 10:51 am y también me hizo retirar 50000 que tenia en nequi en el cajero hallplazol4. el segundo sujeto estuvo conmigo en el cajero abierto, medio retirado, de ahí termine en el dolar city la bastilla donde el primer sujeto dijo que se sentía muy mal y requería medicamentos, el segundo sujeto me paso una factura y una tarjeta de una farmacia llamada rebajas (no recuerdo bien) estaba a 1 cuadra y media, me hicieron entregar mi bolso que contenía mi celular, mis documentos cedula y tarjeta de identidad de mi hijo, la plata retirada yo tenia en total en efectivo de de 860000 la tarjeta debito, un libro y la sombrilla, me demore como 10 minutos yendo a la farmacia y cuando fui a reclamar con lo que me dieron, solo era acetaminofén que ya estaba comprado, me devolví rápidamente al dolar city y ya no estaban AL PARECER FUI DROGADA posiblemente desde el primer abordamiento por el primer sujeto, estos son todos los detalles que recuerdo después de recapitular muchas veces. Incidente 2025052801635",,2025-05-28 10:00:00,"Antioquia, MEDELLÍN - Carrera 40 con Calle 50, Boston, Medellín, Antioquia, COL,BOSTON",VICTIMA,CAROLINA RAMIREZ SERNA,'1035865096',,carolina050893@gmail.com,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,PERSONAL ENGAÑO EN VÍA PÚBLICA,0,,INDAGACION EN AVERIGUACION P.A.,INDAGACIÓN,NINGUNO,NO,ACTIVO,DENUNCIA,JZULUAGAC2,
'110016099157202510916','Ley 906,111,2025-06-25 09:03:32,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA ¿Cómo le pasó? Se comunica al Centro de Contacto de la Fiscalía General de la Nación la señora Inés Miriam Acevedo Rendón, de 33 años, con el fin de reportar los siguientes hechos: ¿El día viernes 23 de mayo de 2025, sobre las 10:00 horas, me encontraba en mi hogar ubicado en la carrera 120F #153-03, Interior 201, Barrio La Loma, Comuna 13 - San Javier, en el municipio de Medellín, Antioquia, navegando en la Marketplace de Facebook cuando encontré que desde el perfil Luz M García estaba ofreciendo un televisor de 43 pulgadas y por este solicitaba la suma $450.000 pesos, basada en estos hechos me comunique por medio de Messenger para obtener más información a lo cual me respondieron solicitándome mi número de WhatsApp (3104074527) y al poco tiempo recibo un mensaje de texto del número de WhatsApp 3184108848, donde comienzo una conversación con esta persona y acordamos que el televisor me lo podía dejar en $400.000 pesos y el envío debía pagarlo yo, igualmente se acordó que el producto sería enviado por medio de la empresa de Servientrega, por lo cual me solicitó la suma de $111.000 pesos para hacer los pagos de envío y seguros, dicho dinero me pidieron consignarlo a la cuenta de Nequi 3159238997 a nombre del señor Eduar Salvador Mayona Criada, por lo que desde mi cuenta de Nequi 3104074523 realizo esta transferencia y comparto el soporte de pago, acto seguido me solicitaron la suma de $300.000 pesos para terminar de pagar el televisor y que este fuera enviado a mi domicilio, de nuevo envío este dinero junto con el soporte del movimiento bancario, pero me vuelven a solicitar la suma de $120.000 pesos para unos códigos de rastreo, en este momento me opuse y me indicaron que debía pagar el proceso de reembolsos, de tal manera que me percate que estaba siendo engañada y era víctima del delito de estafa teniendo un detrimento económico por la suma de $411.000 pesos, por otro lado, me escribieron de los números de WhatsApp 3208181208 y 3005860376, para insistirme en realizar los pagos solicitados; no tengo nada más que agregar a la denuncia¿. Denuncia tomada por el agente Brayan Dueñas.",,2025-05-23 03:02:00,"Antioquia, MEDELLÍN - Carrera 120f, La Loma Oriental, Medellín, Antioquia, COL,LA LOMA",DENUNCIANTE,INES MIRIAM ACEVEDO RENDÓN,'1152193728',,zines1991acevedo@gmail.com,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES FACEBOOK,0,,INDAGACION EN AVERIGUACION P.A.,QUERELLABLE,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
'052666099027202510249','Ley 906,111,2025-06-25 09:19:07,ESTAFA. ART. 246 C.P. MENOR CUANTIA,"¿Qué viene a denunciar? ESTAFA 246 MENOR CUANTIA ¿Cómo le pasó? EL DÍA 5 DE JUNIO DE 2025 DEBÍA CONSIGNARLE A RUBÉN CONTRERAS UNA CANTIDAD DE DINERO PARA QUE ME PAGARA LAS FOTOS MULTAS Y LOS IMPUESTOS DEL VEHÍCULO EL CUAL TIENE MATRICULA EN BOGOTÁ, CON RUBÉN ME COMUNICABA POR WHATSAPP 3202491369, LE PIDO EL NUMERO DE CUENTA Y ME ENVÍA EL NÚMERO DE C 82439730753 BANCOLOMBIA AHORROS A NOMBRE DE KAREN TREJOS CON NUMERO DE CEDULA 1006456753 Y CONSIGNO DESDE EL CAJERO DE BANCOLOMBIA LA FRONTERA, TRANSACCIÓN 2307, CAJERO 5019 EL VALOR DE $ 4.900.000 A LAS 4:27 PM. DON RUBÉN ME SIGUE ESCRIBIENDO POR WHATSAPP QUE LE CONSIGNE EL DINERO PORQUE NECESITA IR AL TRÁNSITO, LE DIGO QUE YA LE CONSIGNE Y LE ENVIÓ EL COMPROBANTE DE PAGO, ME DICE QUE VA A VERIFICAR, ME LLAMA NUEVAMENTE Y ME DICE QUE LE HAGA LA TRANSFERENCIA NO LE LLEGA, LE RESPONDO QUE YA LE HICE EL PAGO PERO DON RUBÉN ME DICE QUE NO LE HA LLEGADO NADA Y QUE BANCOLOMBIA NO LE HA NOTIFICADO, LE DIGO QUE ME ESCRIBA POR WHATSAPP, ME LLAMA Y ME DICE QUE NO LE PERMITE ENVIAR Y RECIBIR MENSAJES, QUE LE HABÍAN HACKEADO EL WHATSAPP. LLAMO A BANCOLOMBIA ME ASESORA KATHERIN PASTOR, QUIEN ME ORIENTA, BLOQUEA LA CUENTA Y ME DICE QUE COMO NO TENGO CUENTA EN BANCOLOMBIA DEBO REALIZAR LA DENUNCIA ANTES LA FISCALÍA Y ENVIARLA AL CORREO DE BANCOLOMBIA PARA QUE ME HAGAN DEVOLUCIÓN DEL DINERO Y ME CONFIRMAN QUE MI DINERO SE ENCUENTRA EN LA CUENTA DE KAREN. EL RADICADO DE LA LLAMADA DE BANCOLOMBIA 8016956848.",,2025-06-05 04:27:00,"Antioquia, MEDELLÍN - La Frontera Centro Comercial, El Diamante No. 2, Medellín, Antioquia, COL,EL DIAMANTE 2",DENUNCIANTE,EMILY OCAMPO LONDOÑO,'43724427',,EMILISALEGRIA19@HOTMAIL.COM,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,MEDIOS DE COMUNICACIÓN Y REDES SOCIALES WHATSAPP,0,,INDAGACION EN AVERIGUACION P.A.,INDAGACIÓN,NINGUNO,NO,ACTIVO,QUERELLA,PARODRIGUEZ,
